"PartNo","SupplierPartNo","Manufacturer","Model","StockLevel","Cost","RRP","Description","Image","Product Category"
"AG22-0740","AG22-0740","AGENT","agent AW Series US Power Supply","0.00","8.67","10.83","","","Headset Accessories"
"AG22-0750","AG22-0750","AGENT","Agent AW50 Monaural DECT Headset (EU Plug) - PC/Deskphone","0.00","175.00","175.00","","https://www.corpteluk.com/product/image/large/ag22-0700_0.jpeg","Wireless Headsets"
"AG22-0751","AG22-0751","AGENT","Agent AW60 Binaural DECT Headset (EU Plug) - PC/Deskphone","0.00","190.00","190.00","","https://www.corpteluk.com/product/image/large/ag22-0701_0.jpeg","Wireless Headsets"
"AG22-0752","AG22-0752","AGENT","Agent AW70 Monaural DECT Headset (EU Plug) - PC/Deskphone/Mobile","0.00","190.00","190.00","","https://www.corpteluk.com/product/image/large/ag22-0702_0.jpeg","Wireless Headsets"
"AG22-0753","AG22-0753","AGENT","Agent AW80 Binaural DECT Headset (EU Plug) - PC/Deskphone/Mobile","0.00","210.00","210.00","","https://www.corpteluk.com/product/image/large/ag22-0703_0.jpeg","Wireless Headsets"
"AG22-0760","AG22-0760","AGENT","Agent AW50 Monaural DECT Headset - US Version - PC/Deskphone","0.00","140.00","175.00","","https://www.corpteluk.com/product/image/large/ag22-0700_0.jpeg","Wireless Headsets"
"AG22-0761","AG22-0761","AGENT","Agent AW60 Binaural DECT Headset - US Version - PC/Deskphone","0.00","152.00","190.00","","https://www.corpteluk.com/product/image/large/ag22-0701_0.jpeg","Wireless Headsets"
"AG22-0762","AG22-0762","AGENT","Agent AW70 Monaural DECT Headset - US Version -  PC/Deskphone/Mobile","0.00","152.00","190.00","","https://www.corpteluk.com/product/image/large/ag22-0702_0.jpeg","Wireless Headsets"
"AG22-0763","AG22-0763","AGENT","Agent AW80 Binaural DECT Headset - US Version - PC/Deskphone/Mobile","0.00","168.00","210.00","","https://www.corpteluk.com/product/image/large/ag22-0703_0.jpeg","Wireless Headsets"
"AG22-0770","AW30","AGENT","agent AW30 Monaural NC DECT Headset inc. Dongle (UK/EU)","0.00","93.34","116.67","","","Wireless Headsets"
"AG22-0771","AW40","AGENT","agent AW40 Binaural NC DECT Headset inc. Dongle (UK/EU)","0.00","106.67","133.34","","","Wireless Headsets"
"AG23-0001","AG23-0001","AGENT","agent HD10 1080p Webcam","0.00","23.80","34.00","","https://www.corpteluk.com/product/image/Medium/ag23-0001_0.png","Webcams"
"GN21-0004","14121-18","JABRA","Jabra BIZ 2400 Earhook w. Coupling M+S","1.00","12.60","22.00","","","Corded Headsets"
"GN21-0012","c","JABRA","Jabra EHS-Adapter PRO 900 Cisco 6945/78xx/79xx/88xx","20.00","24.06","42.00","The Jabra LINK 14201-43 enables remote Electronic Hook Switch (EHS) control with Jabra wireless headsets and the Cisco Unified IP phone 6945 78xx 79xx and 88xx series. Jabra wireless headsets with EHS functionality boost productivity as they provide the users with the ability to answer and end a call while away from their desk.","https://www.corpteluk.com/product/image/medium/gn21-0695_0.jpeg","Headset Accessories"
"GN21-0014","7810-109","JABRA","Jabra SPEAK 810 Speakerphone - MS N.O.B.","0.00","338.59","591.00","","","Speakers"
"GN21-0021","8800-00-101","JABRA","Jabra RJ9 Dealerboard Cable","0.00","9.74","17.00","RJ9-RJ6 cable to connect any Jabra corded or wireless headset to an IPC Dealerboard.If using Jabra corded headsets then a Jabra LINK 850 amp is also needed to connect to the IPC Dealerboard.","https://www.corpteluk.com/product/image/medium/gn21-0021_0.jpeg","Headset Cables"
"GN21-0023","1600-719","JABRA","Jabra DanaSwitch Inc. Headset Stand","0.00","20.63","36.00","The GN DanaSwitch is a cost-effective and convenient solution that lets you switch between using your headset and telephone handset.Using a headset improves your productivity and provides you with a wealth of health benefits however there are times when you may need to use your handset instead. For these occasions the GN DanaSwitch is your one-click way to alternate between headset and handset.The GN DanaSwitch is easy to set up and works with virtually all telephones even those with no headset port. If your telephone has no headset port simply plug your headset into the GN DanaSwitch.The modern discrete design means the GN DanaSwitch can be placed anywhere on your desk without causing clutter. It also comes with a headset hook ideal for quickly accessing your headset.For those times when you switch between using your headset and handset during calls the easy one-click GN DanaSwitch will prove indispensable.Jabra DanaSwitch Inc. Headset Stand","https://www.corpteluk.com/product/image/medium/gn21-0023_0.png","Headset Accessories"
"GN21-0037","14201-41","JABRA","Jabra LINK EHS adapter Cisco 8941 & 8945","3.00","24.06","42.00","The Jabra LINK 14201-41 enables remote Electronic Hook Switch Control (EHS) with Jabra wireless headsets and the Cisco Unified IP phone 8941 and 8945. Jabra wireless headsets with EHS functionality boost productivity as they provide the users with the ability to answer and end a call while away from their desk.","https://www.corpteluk.com/product/image/medium/gn21-0037_0.jpeg","Headset Accessories"
"GN21-0042","14101-45","JABRA","Jabra Foam Earcushion EVOLVE 20-65 10pk","0.00","9.17","16.00","Foam ear cushion for Jabra EVOLVE 20 30 40 and 65.5 sets of 2 ear cushions so 10 ear cushions in total.","https://www.corpteluk.com/product/image/small/gn21-0042_0.jpeg","Headset Spares"
"GN21-0043","14101-46","JABRA","Jabra EVOLVE 20 30 40 65 Leather Earcushion - 10pk","0.00","25.21","44.00","Leather ear cushion for Jabra EVOLVE 20 30 40 and 65 (10 pcs)","https://www.corpteluk.com/product/image/small/gn21-0043_0.jpeg","Headset Accessories"
"GN21-0044","14102-10","JABRA","Jabra PRO Foam Wind Screen x10","0.00","9.17","16.00","x10 Windscreens for Jabra headsets including PRO 9460 9460 DUO 9460 NCSA 9465 DUO and 9470","https://www.corpteluk.com/product/image/small/gn21-0044_0.jpeg","Headset Spares"
"GN21-0046","14174-00","JABRA","Jabra SPEAK 810 Power Extension Kit","0.00","31.51","55.00","","","Speakers"
"GN21-0049","8800-00-46","JABRA","Jabra QD Cord - 2.5mm 15cm for Panasonic","0.00","13.18","23.00","","","Headset Cables"
"GN21-0051","1600-289","JABRA","Jabra Modular Double Jack - Mod Plug","1.00","5.16","9.00","","https://www.corpteluk.com/product/image/Medium/gn21-0051_0.jpeg","Headset Cables"
"GN21-0065","8734-599","JABRA","Jabra GN PC cord - QD to 2 x 3.5mm 2m","4.00","16.61","29.00","","https://www.corpteluk.com/product/image/Medium/gn21-0065_0.jpeg","Headset Cables"
"GN21-0067","0220-649","JABRA","Jabra PJ327 Conversion Plug","196.00","14.32","25.00","","","Headset Cables"
"GN21-0071","14201-44","JABRA","Jabra LINK EHS for NEC Phones","0.00","19.20","33.50","","","Wireless Headsets"
"GN21-0072","14208-14","JABRA","Jabra USB-C Adapter","0.00","9.74","17.00","","","Wireless Headsets"
"GN21-0075","1513-0154","JABRA","Jabra BIZ 1500 Mon Headset - QD","133.00","29.22","51.00","","https://www.corpteluk.com/product/image/Medium/gn21-0075_0.jpeg","Corded Headsets"
"GN21-0076","1519-0154","JABRA","Jabra BIZ 1500 Duo Headset - QD","165.00","40.68","71.00","","https://www.corpteluk.com/product/image/Medium/gn21-0076_0.jpeg","Corded Headsets"
"GN21-0077","1553-0159","JABRA","Jabra BIZ 1500 Mon Headset - USB - UC","0.00","40.68","71.00","","","Corded Headsets"
"GN21-0078","1559-0159","JABRA","Jabra BIZ 1500 Duo Headset - USB - UC","191.00","52.71","92.00","","https://www.corpteluk.com/product/image/Medium/gn21-0078_0.png","Corded Headsets"
"GN21-0079","7710-309","JABRA","Jabra SPEAK 710 USB BT inc LINK 380 USB-A - MS","1260.00","155.26","271.00","","https://www.corpteluk.com/product/image/Medium/gn21-0079_0.jpeg","Speakers"
"GN21-0080","7710-409","JABRA","Jabra SPEAK 710 USB BT inc 370 - UC","707.00","155.26","271.00","","https://www.corpteluk.com/product/image/Medium/gn21-0080_0.png","Speakers"
"GN21-0083","14208-03","JABRA","Jabra EVOLVE LINK USB Controller - MS","0.00","31.51","55.00","","https://www.corpteluk.com/product/image/Medium/gn21-0083_0.png","Headset Cables"
"GN21-0085","14208-04","JABRA","Jabra EVOLVE LINK USB Controller - UC","0.00","31.51","55.00","","","Headset Cables"
"GN21-0086","14207-39","JABRA","Jabra EVOLVE 65 Charging Stand","52.00","36.67","64.00","","https://www.corpteluk.com/product/image/Medium/gn21-0086_0.jpeg","Headset Accessories"
"GN21-0093","8800-00-55","JABRA","Jabra QD Cord to 2.5mm with PTT","0.00","14.90","26.00","","","Corded Headsets"
"GN21-0094","14208-05","JABRA","Jabra EVOLVE 80 LINK USB Controller - MS","13.00","31.51","55.00","","","Corded Headsets"
"GN21-0096","930-29-509-102","JABRA","Jabra PRO 930 Duo N.O.B. DECT Headset UC ","0.00","247.00","247.00","","","Corded Headsets"
"GN21-0101","8730-009","JABRA","Jabra Extension Cord QD to QD Coiled 2m","0.00","18.33","32.00","","","Headset Cables"
"GN21-0106","8800-01-01","JABRA","Jabra Standard QD to RJ10 Bottom Cable","0.00","13.18","23.00","","","Corded Headsets"
"GN21-0108","14401-20","JABRA","Jabra EVOLVE 30 II Mono UC Headset Only","5.00","21.77","38.00","","","Corded Headsets"
"GN21-0109","14208-10","JABRA","Jabra Kensington SPEAK 710 Lock Adapter","0.00","2.86","5.00","","","Speakers"
"GN21-0111","14101-31","JABRA","Jabra Neoprene Headset Pouch x 10","0.00","40.68","71.00","","","Corded Headsets"
"GN21-0112","8855-00-00","JABRA","Jabra QD Mute Switch Only","1.00","12.60","22.00","","https://www.corpteluk.com/product/image/Medium/gn21-0112_0.png","Headset Accessories"
"GN21-0120","14174-04","JABRA","Jabra SPEAK 810 Accessory Power Supply","0.00","31.51","55.00","","","Speakers"
"GN21-0123","88011-102","JABRA","Jabra GN 1218 Cisco SMART Curly Cord","75.00","17.76","31.00","","","Corded Headsets"
"GN21-0126","14121-33","JABRA","Jabra STEALTH Accessory Pack","0.00","9.17","16.00","","","Wireless Headsets"
"GN21-0128","2129-82-04","JABRA","Jabra GN 2100 Duo FlexBoom Headset SL NC","0.00","110.57","193.00","","https://www.corpteluk.com/product/image/Medium/gn21-0128_0.jpeg","Corded Headsets"
"GN21-0136","2126-82-04","JABRA","Jabra GN 2100 Mon FlexBoom SL NC 3-IN-1","0.00","105.42","184.00","","","Corded Headsets"
"GN21-0144","14201-61","JABRA","Jabra EVOLVE 65 USB Cable (Orange)","64.00","6.30","11.00","","https://www.corpteluk.com/product/image/Medium/gn21-0144_0.jpeg","Headset Spares"
"GN21-0148","14101-42","JABRA","Jabra PRO 9xx earpads 10 unit PACK","0.00","18.33","32.00","","","Headset Spares"
"GN21-0154","14101-36","JABRA","Jabra MOTION Ear Gels Pack of 3 x 10","0.00","31.51","55.00","","","Headset Spares"
"GN21-0162","0462-799","JABRA","Jabra GN 2100 SureFit Ear Hook","0.00","8.59","15.00","","","Headset Spares"
"GN21-0163","0436-879","JABRA","Jabra GN 9120 2100 Std EarCushionPlate","0.00","2.29","4.00","","","Headset Spares"
"GN21-0164","8800-00-103","JABRA","Jabra LINK QD Cord to 3.5mm Mobile Cable","10.00","14.90","26.00","","https://www.corpteluk.com/product/image/Medium/gn21-0164_0.jpeg","Headset Cables"
"GN21-0165","14201-45","JABRA","Jabra LINK EHS for Alcatel Phones","0.00","30.36","53.00","","","Headset Accessories"
"GN21-0166","8800-00-25","JABRA","Jabra QD Cord to RJ10 Straight - Unify","1.00","9.74","17.00","","https://www.corpteluk.com/product/image/Medium/gn21-0166_0.jpeg","Headset Cables"
"GN21-0182","0436-869","JABRA","Jabra Foam Windscreen - GN 2100 GN 9120","15.00","1.72","3.00","","https://www.corpteluk.com/product/image/Medium/gn21-0182_0.jpeg","Headset Spares"
"GN21-0186","4993-823-309","JABRA","Jabra EVOLVE 20 SE Mono Headset - MS","278.00","26.35","46.00","","https://www.corpteluk.com/product/image/Medium/gn21-0186_0.jpeg","Corded Headsets"
"GN21-0187","4999-823-309","JABRA","Jabra EVOLVE 20 SE Duo Headset - MS","3159.00","31.80","55.50","","https://www.corpteluk.com/product/image/Medium/gn21-0187_0.jpeg","Corded Headsets"
"GN21-0188","4993-829-409","JABRA","Jabra EVOLVE 20 SE Mono USB Headset - UC","103.00","26.35","46.00","","https://www.corpteluk.com/product/image/Medium/gn21-0188_0.jpeg","Corded Headsets"
"GN21-0189","4999-829-409","JABRA","Jabra EVOLVE 20 SE Duo USB Headset - UC","1012.00","31.80","55.50","","https://www.corpteluk.com/product/image/Medium/gn21-0189_0.jpeg","Corded Headsets"
"GN21-0201","8800-00-01","JABRA","Jabra QD cord straight RJ9 plug Std","0.00","9.74","17.00","","","Headset Cables"
"GN21-0221","2127-80-54","JABRA","Jabra GN 2100 Duo FlexBoom Telecoil NC","0.00","129.48","226.00","","","Corded Headsets"
"GN21-0264","14207-37","JABRA","Jabra Noise Guide Table Stand *EOL*","0.00","30.36","53.00","","","Corded Headsets"
"GN21-0294","14101-03","JABRA","Jabra BIZ 1500 Black Foam Mic. Covers","0.00","9.17","16.00","","","Headset Spares"
"GN21-0296","88011-99","JABRA","Jabra GN 1200 SMART Curly Cord","4962.00","17.19","30.00","","","Headset Spares"
"GN21-0297","14101-04","JABRA","Jabra Foam Ear Cushion BIZ 1500/1900 x10","0.00","12.60","22.00","","https://www.corpteluk.com/product/image/Medium/gn21-0297_0.jpeg","Headset Spares"
"GN21-0298","88011-99","JABRA","Jabra GN 1200 SMART Curly Cord","0.00","15.61","27.25","","","Headset Cables"
"GN21-0311","14151-01","JABRA","Jabra GN 9120 Spare Battery with Screwdriver","12.00","17.45","30.00","","https://www.corpteluk.com/product/image/Medium/gn21-0311_0.png","Headset Cables"
"GN21-0314","0440-149","JABRA","Jabra GN 9120 2100 Big EarCushion/Plate","0.00","5.16","9.00","","","Headset Spares"
"GN21-0339","14101-02","JABRA","Jabra Leather Ear Cushion BIZ 1500 x10","0.00","20.05","35.00","","","Headset Spares"
"GN21-0506","88001-96","JABRA","Jabra GN 1210 RJ9 Carbon SMART Cord","5.00","22.92","40.00","","https://www.corpteluk.com/product/image/Medium/gn21-0506_0.jpeg","Headset Cables"
"GN21-0511","14201-09","JABRA","Jabra MSH-Adapter for Alcatel IP Touch","4.00","20.05","35.00","","https://www.corpteluk.com/product/image/Medium/gn21-0511_0.png","Headset Cables"
"GN21-0517","8800-00-37","JABRA","Jabra QD to RJ9 Straight 0.5m Cord","0.00","9.74","17.00","","","Headset Cables"
"GN21-0537","14201-10","JABRA","Jabra GN DHSG Cord Siemens - Unify","0.00","20.05","35.00","","","Headset Cables"
"GN21-0541","8735-019","JABRA","Jabra QD Cord to 3.5mm for Alcatel","0.00","16.61","29.00","","","Headset Cables"
"GN21-0557","14201-16","JABRA","Jabra Cisco HHC Adapter Cable","0.00","24.06","42.00","","https://www.corpteluk.com/product/image/Medium/gn21-0557_0.jpeg","Headset Cables"
"GN21-0559","14201-19","JABRA","Jabra EHS Adapter Avaya 4600 5420 5600","11.00","24.06","42.00","","https://www.corpteluk.com/product/image/Medium/gn21-0559_0.png","Headset Accessories"
"GN21-0560","14201-20","JABRA","Jabra LINK Multi-Use EHS Adapter","0.00","30.36","53.00","","","Headset Accessories"
"GN21-0572","14201-17","JABRA","Jabra EHS Cable for Polycom SoundPoint VVX","59.00","20.92","36.50","","https://www.corpteluk.com/product/image/Medium/gn21-0572_0.jpeg","Headset Accessories"
"GN21-0589","8800-00-75","JABRA","Jabra 1.0m Panasonic Cord RJ9 to 2.5mm","0.00","9.74","17.00","","https://www.corpteluk.com/product/image/Medium/gn21-0589_0.jpeg","Headset Cables"
"GN21-0606","8800-00-76","JABRA","Jabra Siemens SL1 Bottom Cord","10.00","10.31","18.00","","https://www.corpteluk.com/product/image/small/gn21-0606_0.jpeg","Headset Cables"
"GN21-0616","1000-04","JABRA","Jabra GN1000 Remote Handset Lifter (Bundled)","76.00","35.52","62.00","","https://www.corpteluk.com/product/image/Medium/gn21-0616_0.jpeg","Headset Cables"
"GN21-0632","8800-01-46","JABRA","Jabra QD Cord - 2.5mm Coiled Panasonic","51.00","14.90","26.00","","https://www.corpteluk.com/product/image/Medium/gn21-0632_0.jpeg","Headset Cables"
"GN21-0651","14121-11","JABRA","Jabra GN 2100 Neckband (Right Ear)","4.00","12.60","22.00","","https://www.corpteluk.com/product/image/Medium/gn21-0651_0.jpeg","Headset Spares"
"GN21-0653","280-09","JABRA","Jabra LINK 280 USB Amplifier QD to USB *EOL*","0.00","53.28","93.00","","","Headset Cables"
"GN21-0672","88001-03","JABRA","Jabra 1216 Avaya X-One Straight Cord","204.00","17.76","31.00","","https://www.corpteluk.com/product/image/Medium/gn21-0672_0.jpeg","Headset Cables"
"GN21-0675","7410-109","JABRA","Jabra SPEAK 410 USB Speakerphone - MS","261.00","61.88","108.00","","https://www.corpteluk.com/product/image/Medium/gn21-0675_0.jpeg","Speakers"
"GN21-0678","7410-209","JABRA","Jabra SPEAK 410 USB Speakerphone - UC","577.00","61.88","102.50","","https://www.corpteluk.com/product/image/Medium/gn21-0678_0.jpeg","Speakers"
"GN21-0693","8800-00-99","JABRA","Jabra SPEAK QD to 3.5mm Headset Cord","3.00","9.74","17.00","","https://www.corpteluk.com/product/image/Medium/gn21-0693_0.jpeg","Headset Cables"
"GN21-0695","88001-99","JABRA","Jabra GN 1200 SMART Straight Cord","678.00","14.32","25.00","","https://www.corpteluk.com/product/image/Medium/gn21-0695_0.jpeg","Headset Cables"
"GN21-0696","180-09","JABRA","Jabra LINK 180 Cable Desk Soft Phone","37.00","31.51","55.00","","https://www.corpteluk.com/product/image/Medium/gn21-0696_0.jpeg","Headset Accessories"
"GN21-0707","14207-02","JABRA","Jabra PRO Accessory Charger - Individual","3.00","14.32","25.00","","https://www.corpteluk.com/product/image/small/gn21-0707_0.jpeg","Headset Accessories"
"GN21-0748","8800-00-94","JABRA","Jabra LINK QD-RJ45 for Unify Openstage","1.00","9.74","17.00","","https://www.corpteluk.com/product/image/Medium/gn21-0748_0.jpeg","Headset Cables"
"GN21-0749","8800-01-94","JABRA","Jabra LINK QD-RJ45 for Unify Openstage","2.00","13.18","23.00","","","Headset Cables"
"GN21-0753","14201-33","JABRA","Jabra LINK Avaya EHS Adapter 149495xx","33.00","24.06","42.00","","https://www.corpteluk.com/product/image/Medium/gn21-0753_0.jpeg","Headset Accessories"
"GN21-0773","14101-50","JABRA","Jabra BIZ 2400 Foam Ear Cushions 10pk","52.00","21.77","38.00","","https://www.corpteluk.com/product/image/Medium/gn21-0773_0.jpeg","Headset Spares"
"GN21-0789","14209-06","JABRA","Jabra PRO 920 Charging Cable","0.00","12.03","21.00","","","Headset Spares"
"GN21-0790","920-25-508-102","JABRA","Jabra PRO 920 Mono DECT Headset","109.00","118.23","206.00","","https://www.corpteluk.com/product/image/small/gn21-0790_0.jpeg","Wireless Headsets"
"GN21-0791","930-25-509-102 ","JABRA","Jabra PRO 930 Mono DECT Headset - UC","1357.00","118.02","206.00","","https://www.corpteluk.com/product/image/small/gn21-0791_0.jpeg","Wireless Headsets"
"GN21-0792","930-25-503-102","JABRA","Jabra PRO 930 Mono DECT Headset - MS","68.00","118.02","206.00","","https://www.corpteluk.com/product/image/small/gn21-0792_0.jpeg","Wireless Headsets"
"GN21-0797","88007-99","JABRA","Jabra GN 1221 Noise at Work Cord QD-RJ9","1.00","17.19","30.00","","","Headset Cables"
